index,episode_name,date,description,factcheck,length,name,role,message,talkshow,register_index,Rechtliches,Innenpolitik,Soziales,Außenpolitik,Energie,Migration,Sicherheit,Klima,Digitales,Bildung,Wirtschaft,Russland,Ukraine,Nahost,Gesundheit,party,group,media
82,maischberger am 20.02.2024,2024-02-20,"Tod des russischen Oppositionellen Alexej Nawalny: Im Gespräch , Mitgründerin der mit dem Friedensnobelpreis ausgezeichneten russischen Bürgerrechtsorganisation Memorial und der ehemalige Leiter des ARD-Studios in Moskau Scholz wirbt um mehr Militär-Unterstützung für die Ukraine: Im Studio die FDP-Verteidigungspolitikerin und die Co-Vorsitzende des Bündnis Sahra Wagenknecht . Es kommentieren: Der Spitzenkoch und TV-Moderator , die Korrespondentin im ARD-Hauptstadtstudio Iris Sayram und der stellvertretende Bild-Chefredakteur und Kriegsreporter",,75,Paul Ronzheimer,,,maischberger,maischberger am 20.02.2024+Paul Ronzheimer,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,Rechtliches,Bild
83,maischberger am 20.02.2024,2024-02-20,"Tod des russischen Oppositionellen Alexej Nawalny: Im Gespräch , Mitgründerin der mit dem Friedensnobelpreis ausgezeichneten russischen Bürgerrechtsorganisation Memorial und der ehemalige Leiter des ARD-Studios in Moskau Scholz wirbt um mehr Militär-Unterstützung für die Ukraine: Im Studio die FDP-Verteidigungspolitikerin und die Co-Vorsitzende des Bündnis Sahra Wagenknecht . Es kommentieren: Der Spitzenkoch und TV-Moderator , die Korrespondentin im ARD-Hauptstadtstudio Iris Sayram und der stellvertretende Bild-Chefredakteur und Kriegsreporter",,75,Amira Mohamed Ali,,,maischberger,maischberger am 20.02.2024+Amira Mohamed Ali,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,BSW,Politik,
84,maischberger am 20.02.2024,2024-02-20,"Tod des russischen Oppositionellen Alexej Nawalny: Im Gespräch , Mitgründerin der mit dem Friedensnobelpreis ausgezeichneten russischen Bürgerrechtsorganisation Memorial und der ehemalige Leiter des ARD-Studios in Moskau Scholz wirbt um mehr Militär-Unterstützung für die Ukraine: Im Studio die FDP-Verteidigungspolitikerin und die Co-Vorsitzende des Bündnis Sahra Wagenknecht . Es kommentieren: Der Spitzenkoch und TV-Moderator , die Korrespondentin im ARD-Hauptstadtstudio Iris Sayram und der stellvertretende Bild-Chefredakteur und Kriegsreporter",,75,Thomas Roth,,,maischberger,maischberger am 20.02.2024+Thomas Roth,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,
85,maischberger am 20.02.2024,2024-02-20,"Tod des russischen Oppositionellen Alexej Nawalny: Im Gespräch , Mitgründerin der mit dem Friedensnobelpreis ausgezeichneten russischen Bürgerrechtsorganisation Memorial und der ehemalige Leiter des ARD-Studios in Moskau Scholz wirbt um mehr Militär-Unterstützung für die Ukraine: Im Studio die FDP-Verteidigungspolitikerin und die Co-Vorsitzende des Bündnis Sahra Wagenknecht . Es kommentieren: Der Spitzenkoch und TV-Moderator , die Korrespondentin im ARD-Hauptstadtstudio Iris Sayram und der stellvertretende Bild-Chefredakteur und Kriegsreporter",,75,Christian Rach,,,maischberger,maischberger am 20.02.2024+Christian Rach,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,
86,maischberger am 20.02.2024,2024-02-20,"Tod des russischen Oppositionellen Alexej Nawalny: Im Gespräch , Mitgründerin der mit dem Friedensnobelpreis ausgezeichneten russischen Bürgerrechtsorganisation Memorial und der ehemalige Leiter des ARD-Studios in Moskau Scholz wirbt um mehr Militär-Unterstützung für die Ukraine: Im Studio die FDP-Verteidigungspolitikerin und die Co-Vorsitzende des Bündnis Sahra Wagenknecht . Es kommentieren: Der Spitzenkoch und TV-Moderator , die Korrespondentin im ARD-Hauptstadtstudio Iris Sayram und der stellvertretende Bild-Chefredakteur und Kriegsreporter",,75,Marie Agnes Strack Zimmermann,,,maischberger,maischberger am 20.02.2024+Marie Agnes Strack Zimmermann,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,FDP,Politik,
87,maischberger am 20.02.2024,2024-02-20,"Tod des russischen Oppositionellen Alexej Nawalny: Im Gespräch , Mitgründerin der mit dem Friedensnobelpreis ausgezeichneten russischen Bürgerrechtsorganisation Memorial und der ehemalige Leiter des ARD-Studios in Moskau Scholz wirbt um mehr Militär-Unterstützung für die Ukraine: Im Studio die FDP-Verteidigungspolitikerin und die Co-Vorsitzende des Bündnis Sahra Wagenknecht . Es kommentieren: Der Spitzenkoch und TV-Moderator , die Korrespondentin im ARD-Hauptstadtstudio Iris Sayram und der stellvertretende Bild-Chefredakteur und Kriegsreporter",,75,Iris Sayram,,,maischberger,maischberger am 20.02.2024+Iris Sayram,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,
88,maischberger am 14.02.2024,2024-02-14,"Streit um Klinikreform: Im Studio Bundesgesundheitsminister (SPD) und zugeschaltet der Intensivmediziner und Chefarzt . Krieg in der Ukraine und Putin-Interview: Im Gespräch der CNN-Kriegsreporter und der ehemalige russische UN-Diplomat Es kommentieren: Der Kabarettist , die stellvertretende Chefredakteurin von Table.Media und der Leiter des Politikressorts von RTL/n-tv .",,75,Frederik Pleitgen,,,maischberger,maischberger am 14.02.2024+Frederik Pleitgen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Journalismus,CNN
89,maischberger am 14.02.2024,2024-02-14,"Streit um Klinikreform: Im Studio Bundesgesundheitsminister (SPD) und zugeschaltet der Intensivmediziner und Chefarzt . Krieg in der Ukraine und Putin-Interview: Im Gespräch der CNN-Kriegsreporter und der ehemalige russische UN-Diplomat Es kommentieren: Der Kabarettist , die stellvertretende Chefredakteurin von Table.Media und der Leiter des Politikressorts von RTL/n-tv .",,75,Boris Bondarew,,,maischberger,maischberger am 14.02.2024+Boris Bondarew,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
90,maischberger am 14.02.2024,2024-02-14,"Streit um Klinikreform: Im Studio Bundesgesundheitsminister (SPD) und zugeschaltet der Intensivmediziner und Chefarzt . Krieg in der Ukraine und Putin-Interview: Im Gespräch der CNN-Kriegsreporter und der ehemalige russische UN-Diplomat Es kommentieren: Der Kabarettist , die stellvertretende Chefredakteurin von Table.Media und der Leiter des Politikressorts von RTL/n-tv .",,75,Uwe Janssens,,,maischberger,maischberger am 14.02.2024+Uwe Janssens,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
91,maischberger am 14.02.2024,2024-02-14,"Streit um Klinikreform: Im Studio Bundesgesundheitsminister (SPD) und zugeschaltet der Intensivmediziner und Chefarzt . Krieg in der Ukraine und Putin-Interview: Im Gespräch der CNN-Kriegsreporter und der ehemalige russische UN-Diplomat Es kommentieren: Der Kabarettist , die stellvertretende Chefredakteurin von Table.Media und der Leiter des Politikressorts von RTL/n-tv .",,75,Nikolaus Blome,,,maischberger,maischberger am 14.02.2024+Nikolaus Blome,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,Journalismus,RTL
92,maischberger am 14.02.2024,2024-02-14,"Streit um Klinikreform: Im Studio Bundesgesundheitsminister (SPD) und zugeschaltet der Intensivmediziner und Chefarzt . Krieg in der Ukraine und Putin-Interview: Im Gespräch der CNN-Kriegsreporter und der ehemalige russische UN-Diplomat Es kommentieren: Der Kabarettist , die stellvertretende Chefredakteurin von Table.Media und der Leiter des Politikressorts von RTL/n-tv .",,75,Helene Bubrowski,,,maischberger,maischberger am 14.02.2024+Helene Bubrowski,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Journalismus,Table.Media
93,maischberger am 14.02.2024,2024-02-14,"Streit um Klinikreform: Im Studio Bundesgesundheitsminister (SPD) und zugeschaltet der Intensivmediziner und Chefarzt . Krieg in der Ukraine und Putin-Interview: Im Gespräch der CNN-Kriegsreporter und der ehemalige russische UN-Diplomat Es kommentieren: Der Kabarettist , die stellvertretende Chefredakteurin von Table.Media und der Leiter des Politikressorts von RTL/n-tv .",,75,Urban Priol,,,maischberger,maischberger am 14.02.2024+Urban Priol,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,
94,maischberger am 14.02.2024,2024-02-14,"Streit um Klinikreform: Im Studio Bundesgesundheitsminister (SPD) und zugeschaltet der Intensivmediziner und Chefarzt . Krieg in der Ukraine und Putin-Interview: Im Gespräch der CNN-Kriegsreporter und der ehemalige russische UN-Diplomat Es kommentieren: Der Kabarettist , die stellvertretende Chefredakteurin von Table.Media und der Leiter des Politikressorts von RTL/n-tv .",,75,Karl Lauterbach,,,maischberger,maischberger am 14.02.2024+Karl Lauterbach,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SPD,Politik,
95,maischberger am 28.02.2024,2024-02-28,"Streit um die Wirtschaftspolitik: Es diskutieren die Ministerpräsidentin von Rheinland-Pfalz (SPD) und der bayerische Staatsminister für Wissenschaft (CSU). Folgen eines Trump-Sieges: Im Gespräch Donald Trumps ehemaliger Nationaler Sicherheitsberater und die deutsch-US-amerikanische Expertin für transatlantische Beziehungen Es kommentieren der Moderator und TV-Produzent , die stellvertretende Chefredakteurin von The Pioneer und der Leiter des ARD-Studios in Brüssel",,75,Markus Blume,,,maischberger,maischberger am 28.02.2024+Markus Blume,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,
96,maischberger am 28.02.2024,2024-02-28,"Streit um die Wirtschaftspolitik: Es diskutieren die Ministerpräsidentin von Rheinland-Pfalz (SPD) und der bayerische Staatsminister für Wissenschaft (CSU). Folgen eines Trump-Sieges: Im Gespräch Donald Trumps ehemaliger Nationaler Sicherheitsberater und die deutsch-US-amerikanische Expertin für transatlantische Beziehungen Es kommentieren der Moderator und TV-Produzent , die stellvertretende Chefredakteurin von The Pioneer und der Leiter des ARD-Studios in Brüssel",,75,John Bolton,,,maischberger,maischberger am 28.02.2024+John Bolton,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,Internationales,
97,maischberger am 28.02.2024,2024-02-28,"Streit um die Wirtschaftspolitik: Es diskutieren die Ministerpräsidentin von Rheinland-Pfalz (SPD) und der bayerische Staatsminister für Wissenschaft (CSU). Folgen eines Trump-Sieges: Im Gespräch Donald Trumps ehemaliger Nationaler Sicherheitsberater und die deutsch-US-amerikanische Expertin für transatlantische Beziehungen Es kommentieren der Moderator und TV-Produzent , die stellvertretende Chefredakteurin von The Pioneer und der Leiter des ARD-Studios in Brüssel",,75,Malu Dreyer,,,maischberger,maischberger am 28.02.2024+Malu Dreyer,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,SPD,Politik,
98,maischberger am 28.02.2024,2024-02-28,"Streit um die Wirtschaftspolitik: Es diskutieren die Ministerpräsidentin von Rheinland-Pfalz (SPD) und der bayerische Staatsminister für Wissenschaft (CSU). Folgen eines Trump-Sieges: Im Gespräch Donald Trumps ehemaliger Nationaler Sicherheitsberater und die deutsch-US-amerikanische Expertin für transatlantische Beziehungen Es kommentieren der Moderator und TV-Produzent , die stellvertretende Chefredakteurin von The Pioneer und der Leiter des ARD-Studios in Brüssel",,75,Hubertus Meyer Burckhardt,,,maischberger,maischberger am 28.02.2024+Hubertus Meyer Burckhardt,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,
99,maischberger am 28.02.2024,2024-02-28,"Streit um die Wirtschaftspolitik: Es diskutieren die Ministerpräsidentin von Rheinland-Pfalz (SPD) und der bayerische Staatsminister für Wissenschaft (CSU). Folgen eines Trump-Sieges: Im Gespräch Donald Trumps ehemaliger Nationaler Sicherheitsberater und die deutsch-US-amerikanische Expertin für transatlantische Beziehungen Es kommentieren der Moderator und TV-Produzent , die stellvertretende Chefredakteurin von The Pioneer und der Leiter des ARD-Studios in Brüssel",,75,Alev Doğan,,,maischberger,maischberger am 28.02.2024+Alev Doğan,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,Journalismus,The Pioneer
100,maischberger am 28.02.2024,2024-02-28,"Streit um die Wirtschaftspolitik: Es diskutieren die Ministerpräsidentin von Rheinland-Pfalz (SPD) und der bayerische Staatsminister für Wissenschaft (CSU). Folgen eines Trump-Sieges: Im Gespräch Donald Trumps ehemaliger Nationaler Sicherheitsberater und die deutsch-US-amerikanische Expertin für transatlantische Beziehungen Es kommentieren der Moderator und TV-Produzent , die stellvertretende Chefredakteurin von The Pioneer und der Leiter des ARD-Studios in Brüssel",,75,Cathryn Clüver Ashbrook,,,maischberger,maischberger am 28.02.2024+Cathryn Clüver Ashbrook,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,Wissenschaft,
101,maischberger am 28.02.2024,2024-02-28,"Streit um die Wirtschaftspolitik: Es diskutieren die Ministerpräsidentin von Rheinland-Pfalz (SPD) und der bayerische Staatsminister für Wissenschaft (CSU). Folgen eines Trump-Sieges: Im Gespräch Donald Trumps ehemaliger Nationaler Sicherheitsberater und die deutsch-US-amerikanische Expertin für transatlantische Beziehungen Es kommentieren der Moderator und TV-Produzent , die stellvertretende Chefredakteurin von The Pioneer und der Leiter des ARD-Studios in Brüssel",,75,Markus Preiß,,,maischberger,maischberger am 28.02.2024+Markus Preiß,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,
102,maischberger vom 7. Juni 2022 vom 07.06.2022,2022-06-07,"Rekord-Neuverschuldung und gleichzeitig steigende Inflation. Kommen die Entlastungen der Bundesregierung bei den Bürgern an? Wie kann die Inflation gestoppt werden? Dazu im Gespräch der Bundesfinanzminister (FDP). Wladimir Putin droht dem Westen: Der russische Präsident kündigt Angriffe auf neue Ziele an, falls Raketensysteme mit größerer Reichweite an die Ukraine geliefert werden. Wie gefährlich ist die Lage? Im Gespräch der Militärexperte und der ukrainische Gouverneur Sollten die Mineralölkonzerne, die kriegsbedingt hohe Gewinne machen, stärker besteuert werden? Darüber und andere Themen diskutieren die „ARD“-Moderatorin , die Hauptstadtkorrespondentin des „Deutschlandfunks“ und der politische Redakteur der „Neuen Zürcher Zeitung“",,75,Anna Planken,,,maischberger,maischberger vom 7. Juni 2022 vom 07.06.2022+Anna Planken,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
103,maischberger vom 7. Juni 2022 vom 07.06.2022,2022-06-07,"Rekord-Neuverschuldung und gleichzeitig steigende Inflation. Kommen die Entlastungen der Bundesregierung bei den Bürgern an? Wie kann die Inflation gestoppt werden? Dazu im Gespräch der Bundesfinanzminister (FDP). Wladimir Putin droht dem Westen: Der russische Präsident kündigt Angriffe auf neue Ziele an, falls Raketensysteme mit größerer Reichweite an die Ukraine geliefert werden. Wie gefährlich ist die Lage? Im Gespräch der Militärexperte und der ukrainische Gouverneur Sollten die Mineralölkonzerne, die kriegsbedingt hohe Gewinne machen, stärker besteuert werden? Darüber und andere Themen diskutieren die „ARD“-Moderatorin , die Hauptstadtkorrespondentin des „Deutschlandfunks“ und der politische Redakteur der „Neuen Zürcher Zeitung“",,75,Alexander Kissler,,,maischberger,maischberger vom 7. Juni 2022 vom 07.06.2022+Alexander Kissler,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
104,maischberger vom 7. Juni 2022 vom 07.06.2022,2022-06-07,"Rekord-Neuverschuldung und gleichzeitig steigende Inflation. Kommen die Entlastungen der Bundesregierung bei den Bürgern an? Wie kann die Inflation gestoppt werden? Dazu im Gespräch der Bundesfinanzminister (FDP). Wladimir Putin droht dem Westen: Der russische Präsident kündigt Angriffe auf neue Ziele an, falls Raketensysteme mit größerer Reichweite an die Ukraine geliefert werden. Wie gefährlich ist die Lage? Im Gespräch der Militärexperte und der ukrainische Gouverneur Sollten die Mineralölkonzerne, die kriegsbedingt hohe Gewinne machen, stärker besteuert werden? Darüber und andere Themen diskutieren die „ARD“-Moderatorin , die Hauptstadtkorrespondentin des „Deutschlandfunks“ und der politische Redakteur der „Neuen Zürcher Zeitung“",,75,Carlo Masala,,,maischberger,maischberger vom 7. Juni 2022 vom 07.06.2022+Carlo Masala,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Militär,
105,maischberger vom 7. Juni 2022 vom 07.06.2022,2022-06-07,"Rekord-Neuverschuldung und gleichzeitig steigende Inflation. Kommen die Entlastungen der Bundesregierung bei den Bürgern an? Wie kann die Inflation gestoppt werden? Dazu im Gespräch der Bundesfinanzminister (FDP). Wladimir Putin droht dem Westen: Der russische Präsident kündigt Angriffe auf neue Ziele an, falls Raketensysteme mit größerer Reichweite an die Ukraine geliefert werden. Wie gefährlich ist die Lage? Im Gespräch der Militärexperte und der ukrainische Gouverneur Sollten die Mineralölkonzerne, die kriegsbedingt hohe Gewinne machen, stärker besteuert werden? Darüber und andere Themen diskutieren die „ARD“-Moderatorin , die Hauptstadtkorrespondentin des „Deutschlandfunks“ und der politische Redakteur der „Neuen Zürcher Zeitung“",,75,Sergiy Osachuk,,,maischberger,maischberger vom 7. Juni 2022 vom 07.06.2022+Sergiy Osachuk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
106,maischberger vom 7. Juni 2022 vom 07.06.2022,2022-06-07,"Rekord-Neuverschuldung und gleichzeitig steigende Inflation. Kommen die Entlastungen der Bundesregierung bei den Bürgern an? Wie kann die Inflation gestoppt werden? Dazu im Gespräch der Bundesfinanzminister (FDP). Wladimir Putin droht dem Westen: Der russische Präsident kündigt Angriffe auf neue Ziele an, falls Raketensysteme mit größerer Reichweite an die Ukraine geliefert werden. Wie gefährlich ist die Lage? Im Gespräch der Militärexperte und der ukrainische Gouverneur Sollten die Mineralölkonzerne, die kriegsbedingt hohe Gewinne machen, stärker besteuert werden? Darüber und andere Themen diskutieren die „ARD“-Moderatorin , die Hauptstadtkorrespondentin des „Deutschlandfunks“ und der politische Redakteur der „Neuen Zürcher Zeitung“",,75,Katharina Hamberger,,,maischberger,maischberger vom 7. Juni 2022 vom 07.06.2022+Katharina Hamberger,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
107,maischberger am 27.02.2024,2024-02-27,Zwei Jahre russischer Angriffskrieg auf die Ukraine: Im Studio der ehemalige Box-Weltmeister Streit in der Ampel und Kritik in der EU wegen FDP-Blockade: Im Studio der Bundesminister für Justiz (FDP). Es kommentieren der langjährige Leiter des ZDF-Hauptstadtstudios die Chefredakteurin der Welt am Sonntag und die ARD-Korrespondentin im Hauptstadtstudio,,75,Dagmar Rosenfeld,,,maischberger,maischberger am 27.02.2024+Dagmar Rosenfeld,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,Journalismus,The Pioneer
108,maischberger am 27.02.2024,2024-02-27,Zwei Jahre russischer Angriffskrieg auf die Ukraine: Im Studio der ehemalige Box-Weltmeister Streit in der Ampel und Kritik in der EU wegen FDP-Blockade: Im Studio der Bundesminister für Justiz (FDP). Es kommentieren der langjährige Leiter des ZDF-Hauptstadtstudios die Chefredakteurin der Welt am Sonntag und die ARD-Korrespondentin im Hauptstadtstudio,,75,Julie Kurz,,,maischberger,maischberger am 27.02.2024+Julie Kurz,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,
109,maischberger am 27.02.2024,2024-02-27,Zwei Jahre russischer Angriffskrieg auf die Ukraine: Im Studio der ehemalige Box-Weltmeister Streit in der Ampel und Kritik in der EU wegen FDP-Blockade: Im Studio der Bundesminister für Justiz (FDP). Es kommentieren der langjährige Leiter des ZDF-Hauptstadtstudios die Chefredakteurin der Welt am Sonntag und die ARD-Korrespondentin im Hauptstadtstudio,,75,Theo Koll,,,maischberger,maischberger am 27.02.2024+Theo Koll,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,
110,maischberger am 27.02.2024,2024-02-27,Zwei Jahre russischer Angriffskrieg auf die Ukraine: Im Studio der ehemalige Box-Weltmeister Streit in der Ampel und Kritik in der EU wegen FDP-Blockade: Im Studio der Bundesminister für Justiz (FDP). Es kommentieren der langjährige Leiter des ZDF-Hauptstadtstudios die Chefredakteurin der Welt am Sonntag und die ARD-Korrespondentin im Hauptstadtstudio,,75,Wladimir Klitschko,,,maischberger,maischberger am 27.02.2024+Wladimir Klitschko,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Sonstiges,
111,maischberger am 27.02.2024,2024-02-27,Zwei Jahre russischer Angriffskrieg auf die Ukraine: Im Studio der ehemalige Box-Weltmeister Streit in der Ampel und Kritik in der EU wegen FDP-Blockade: Im Studio der Bundesminister für Justiz (FDP). Es kommentieren der langjährige Leiter des ZDF-Hauptstadtstudios die Chefredakteurin der Welt am Sonntag und die ARD-Korrespondentin im Hauptstadtstudio,,75,Marco Buschmann,,,maischberger,maischberger am 27.02.2024+Marco Buschmann,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,FDP,Politik,
112,maischberger am 02.10.2024,2024-10-02,"Überraschende Ahnenforschung und Sorge um Demokratie: Im Gespräch der Entertainer und Bestsellerautor Hape Kerkeling. Ukrainischer „Siegesplan“ und Forderungen nach Diplomatie: Es diskutieren die Vorsitzende des EU-Verteidigungsausschusses Marie-Agnes Strack-Zimmermann (FDP) und der ehemalige SPD- und Linken-Parteichef Oskar Lafontaine (BSW). Es kommentieren die Moderatorin von RTL Aktuell und RTL Direkt Pinar Atalay, die Herausgeberin von Media Pioneer Dagmar Rosenfeld und die Zeit-Journalistin Valerie Schönian.",,75,Oskar Lafontaine,,,maischberger,maischberger am 02.10.2024+Oskar Lafontaine,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Literatur,
113,maischberger am 02.10.2024,2024-10-02,"Überraschende Ahnenforschung und Sorge um Demokratie: Im Gespräch der Entertainer und Bestsellerautor Hape Kerkeling. Ukrainischer „Siegesplan“ und Forderungen nach Diplomatie: Es diskutieren die Vorsitzende des EU-Verteidigungsausschusses Marie-Agnes Strack-Zimmermann (FDP) und der ehemalige SPD- und Linken-Parteichef Oskar Lafontaine (BSW). Es kommentieren die Moderatorin von RTL Aktuell und RTL Direkt Pinar Atalay, die Herausgeberin von Media Pioneer Dagmar Rosenfeld und die Zeit-Journalistin Valerie Schönian.",,75,Dagmar Rosenfeld,,,maischberger,maischberger am 02.10.2024+Dagmar Rosenfeld,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Journalismus,The Pioneer
114,maischberger am 02.10.2024,2024-10-02,"Überraschende Ahnenforschung und Sorge um Demokratie: Im Gespräch der Entertainer und Bestsellerautor Hape Kerkeling. Ukrainischer „Siegesplan“ und Forderungen nach Diplomatie: Es diskutieren die Vorsitzende des EU-Verteidigungsausschusses Marie-Agnes Strack-Zimmermann (FDP) und der ehemalige SPD- und Linken-Parteichef Oskar Lafontaine (BSW). Es kommentieren die Moderatorin von RTL Aktuell und RTL Direkt Pinar Atalay, die Herausgeberin von Media Pioneer Dagmar Rosenfeld und die Zeit-Journalistin Valerie Schönian.",,75,Valerie Schönian,,,maischberger,maischberger am 02.10.2024+Valerie Schönian,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
115,maischberger am 02.10.2024,2024-10-02,"Überraschende Ahnenforschung und Sorge um Demokratie: Im Gespräch der Entertainer und Bestsellerautor Hape Kerkeling. Ukrainischer „Siegesplan“ und Forderungen nach Diplomatie: Es diskutieren die Vorsitzende des EU-Verteidigungsausschusses Marie-Agnes Strack-Zimmermann (FDP) und der ehemalige SPD- und Linken-Parteichef Oskar Lafontaine (BSW). Es kommentieren die Moderatorin von RTL Aktuell und RTL Direkt Pinar Atalay, die Herausgeberin von Media Pioneer Dagmar Rosenfeld und die Zeit-Journalistin Valerie Schönian.",,75,Pinar Atalay,,,maischberger,maischberger am 02.10.2024+Pinar Atalay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
116,maischberger am 02.10.2024,2024-10-02,"Überraschende Ahnenforschung und Sorge um Demokratie: Im Gespräch der Entertainer und Bestsellerautor Hape Kerkeling. Ukrainischer „Siegesplan“ und Forderungen nach Diplomatie: Es diskutieren die Vorsitzende des EU-Verteidigungsausschusses Marie-Agnes Strack-Zimmermann (FDP) und der ehemalige SPD- und Linken-Parteichef Oskar Lafontaine (BSW). Es kommentieren die Moderatorin von RTL Aktuell und RTL Direkt Pinar Atalay, die Herausgeberin von Media Pioneer Dagmar Rosenfeld und die Zeit-Journalistin Valerie Schönian.",,75,Marie Agnes Strack Zimmermann,,,maischberger,maischberger am 02.10.2024+Marie Agnes Strack Zimmermann,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FDP,Politik,
117,maischberger am 02.10.2024,2024-10-02,"Überraschende Ahnenforschung und Sorge um Demokratie: Im Gespräch der Entertainer und Bestsellerautor Hape Kerkeling. Ukrainischer „Siegesplan“ und Forderungen nach Diplomatie: Es diskutieren die Vorsitzende des EU-Verteidigungsausschusses Marie-Agnes Strack-Zimmermann (FDP) und der ehemalige SPD- und Linken-Parteichef Oskar Lafontaine (BSW). Es kommentieren die Moderatorin von RTL Aktuell und RTL Direkt Pinar Atalay, die Herausgeberin von Media Pioneer Dagmar Rosenfeld und die Zeit-Journalistin Valerie Schönian.",,75,Hape Kerkeling,,,maischberger,maischberger am 02.10.2024+Hape Kerkeling,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
118,maischberger am 24.09.2024,2024-09-24,"Mögliche Koalitionen von CDU und BSW: Es diskutieren der Erste Parlamentarische Geschäftsführer der Unionsfraktion Thorsten Frei (CDU) und die außenpolitische Sprecherin der BSW-Gruppe im Bundestag Sevim Dağdelen. Wahl in Brandenburg: SPD knapp vor AfD: Im Gespräch der langjährige Ministerpräsident von Brandenburg Matthias Platzeck (SPD). Es kommentieren der Frontmann der Band „Die Prinzen“ Sebastian Krumbiegel, der stellvertretende „Welt“-Chefredakteur Robin Alexander und die ARD-Korrespondentin im Hauptstadtstudio Julie Kurz.",,75,Sebastian Krumbiegel,,,maischberger,maischberger am 24.09.2024+Sebastian Krumbiegel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Kultur,
119,maischberger am 24.09.2024,2024-09-24,"Mögliche Koalitionen von CDU und BSW: Es diskutieren der Erste Parlamentarische Geschäftsführer der Unionsfraktion Thorsten Frei (CDU) und die außenpolitische Sprecherin der BSW-Gruppe im Bundestag Sevim Dağdelen. Wahl in Brandenburg: SPD knapp vor AfD: Im Gespräch der langjährige Ministerpräsident von Brandenburg Matthias Platzeck (SPD). Es kommentieren der Frontmann der Band „Die Prinzen“ Sebastian Krumbiegel, der stellvertretende „Welt“-Chefredakteur Robin Alexander und die ARD-Korrespondentin im Hauptstadtstudio Julie Kurz.",,75,Julie Kurz,,,maischberger,maischberger am 24.09.2024+Julie Kurz,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
120,maischberger am 24.09.2024,2024-09-24,"Mögliche Koalitionen von CDU und BSW: Es diskutieren der Erste Parlamentarische Geschäftsführer der Unionsfraktion Thorsten Frei (CDU) und die außenpolitische Sprecherin der BSW-Gruppe im Bundestag Sevim Dağdelen. Wahl in Brandenburg: SPD knapp vor AfD: Im Gespräch der langjährige Ministerpräsident von Brandenburg Matthias Platzeck (SPD). Es kommentieren der Frontmann der Band „Die Prinzen“ Sebastian Krumbiegel, der stellvertretende „Welt“-Chefredakteur Robin Alexander und die ARD-Korrespondentin im Hauptstadtstudio Julie Kurz.",,75,Matthias Platzeck,,,maischberger,maischberger am 24.09.2024+Matthias Platzeck,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
